claim_id,claim_amount,claim_type,claim_date,claimant_age,claim_length,is_fraudulent,reserve_amount
837,91493.10551670319,auto,2024-09-27,64,7,1,122832.65143244663
838,36303.150521751646,life,2025-01-30,79,16,1,29158.98795836174
839,58100.77619277654,home,2025-05-25,69,13,1,54001.6442510165
840,63263.20236316109,home,2025-07-31,34,27,1,61409.96678017213
841,1408.1362131745302,life,2025-07-24,62,15,0,925.6687320268879
842,66387.38346446939,auto,2025-07-04,49,24,1,35256.22360829749
843,17885.793090288167,home,2025-07-12,65,16,0,25879.00588148883
844,96110.92471519858,life,2024-11-16,39,27,0,71190.57155630537
845,14951.406502535985,home,2025-03-01,21,21,1,11063.276850677874
846,41520.94996032967,life,2025-03-18,22,23,0,24222.45249943714
847,8626.431841056521,auto,2025-02-06,54,24,0,12322.924756563882
848,99687.73775941014,auto,2025-04-05,58,9,1,107636.55036321809
849,50269.28153209113,health,2025-07-04,66,3,1,58666.10432916122
850,59578.96323027238,home,2025-05-10,30,19,1,84100.28746294774
851,6800.940091103906,health,2025-04-25,51,20,0,5751.012108523435
852,75021.05099287786,auto,2024-10-18,62,5,0,84136.65717777555
853,21069.56875024902,life,2025-08-01,39,10,1,11352.272154006978
854,89815.6235151273,auto,2025-05-09,70,17,0,61682.90283613925
855,20593.450084152515,auto,2024-12-04,76,15,0,27414.94403685716
856,19149.70329430029,life,2024-11-10,40,23,1,24258.238166487587
857,3751.3118180246784,health,2024-11-10,68,25,0,3191.025981379515
858,47259.48781648892,home,2024-11-06,20,8,0,41437.6211806634
859,56527.62921293538,auto,2025-04-21,59,15,1,58424.38179130219
860,6664.293078892401,auto,2024-09-25,51,21,0,3333.7526653013233
861,77575.20890783156,home,2025-08-31,49,14,0,57502.18421989691
862,45383.55459132796,auto,2024-10-11,62,20,1,32142.076949285834
863,52486.58790582525,home,2025-04-12,68,28,1,39390.28915640423
864,44132.19841912899,home,2025-05-31,75,7,0,57632.49575938565
865,40136.229781445065,home,2024-12-22,66,21,0,31293.16906093348
866,56008.06909769097,life,2024-11-07,38,23,1,38730.77398791131
867,15608.500568478179,health,2024-12-27,63,12,1,15675.046798689898
868,18274.620236477585,health,2025-06-09,61,17,0,24956.644417542295
869,86192.38353925038,life,2025-02-25,38,17,1,63898.69800987147
870,94616.93466714991,health,2025-04-15,61,10,0,54739.32588690461
871,37393.60069634732,health,2024-10-18,28,29,0,32024.056726823164
872,27147.39284704102,health,2025-08-17,56,19,0,33870.49421779296
873,64435.55436957767,auto,2025-05-14,21,14,1,67701.82771828261
874,40932.54369269983,life,2025-01-03,68,11,1,53899.70213435941
875,2636.096930468452,health,2025-02-28,18,2,1,3847.626380048557
876,15699.644476882417,life,2025-07-18,45,18,1,20294.34131360667
877,71625.62566185501,health,2025-05-13,41,7,1,79060.58612966571
878,65926.50179682412,health,2025-01-01,78,12,1,65487.53598959538
879,2806.8896510980007,life,2024-10-22,52,26,0,1515.9143293489024
880,22275.01897710165,home,2024-11-13,30,2,0,33063.300246211846
881,23184.372179148333,life,2025-08-08,64,27,1,20482.955159031553
882,67222.08508551297,home,2024-12-17,51,20,1,43844.14049109178
883,2069.082721660979,auto,2025-09-07,28,18,1,2414.0171339096664
884,10500.447340258926,life,2025-03-13,53,6,1,8235.37787922864
885,80011.61692878162,home,2025-04-04,68,24,1,86874.87508332985
886,17936.611739227927,health,2025-07-08,78,10,0,19492.934013661466
887,65309.336174402284,auto,2025-02-27,34,20,1,61764.98680350275
888,23894.459826567978,life,2024-11-26,52,15,1,31925.832582670646
889,10034.195136658582,home,2025-02-10,77,5,1,7675.828768763632
890,24392.901880845464,home,2025-03-10,35,20,1,23139.901728303535
891,72254.46649238035,life,2024-12-08,57,3,1,74977.89113468319
892,85584.07716381794,home,2024-09-29,39,5,1,99587.74789187468
893,83038.96447024246,life,2025-06-17,74,25,1,106619.69287492511
894,39778.634608883636,home,2025-01-15,41,8,1,35594.21195098213
895,66841.70514340755,health,2025-08-07,75,8,1,76603.73191780796
896,20577.931112040515,life,2025-09-05,36,8,0,13388.22737298301
897,29385.458253075223,life,2024-11-17,54,12,0,42099.02094983852
898,89643.94827025986,auto,2025-08-10,56,24,1,79160.87796240186
899,1398.89215872253,health,2025-09-06,38,23,1,1719.9678761842144
900,8642.30223236136,life,2025-05-02,25,8,1,4496.9448935396695
901,20867.83688908813,home,2025-05-26,45,11,0,14715.730274419593
902,2750.5671669945896,home,2025-08-24,22,14,1,2715.0368375299154
903,18225.39996547075,home,2025-08-14,34,8,1,25119.202477819086
904,58345.85194087225,auto,2025-02-22,54,29,1,59936.07688452072
905,42200.31260419054,life,2024-12-28,53,24,0,60340.981336306395
906,89277.90393658979,home,2025-04-20,71,28,1,87831.32482623405
907,81762.61181767024,auto,2024-10-27,36,10,1,80981.7050215836
908,34247.55343461781,auto,2024-09-14,44,7,0,21224.81125510475
909,26016.400999786118,life,2024-12-31,70,28,0,33890.42721273944
910,38031.27157590997,home,2025-02-13,51,17,1,28408.044459346456
911,59070.464757229296,health,2025-02-09,28,4,1,82675.7602272453
912,26879.55771820534,home,2024-09-19,71,29,1,37922.33106061292
913,62452.47589412849,health,2025-02-20,62,13,1,90138.28996957223
914,41000.224053904916,health,2025-08-02,64,4,1,41829.678639851685
915,55249.51336711283,home,2024-10-21,29,5,1,65033.858796749395
916,43669.04026061814,health,2024-12-13,71,26,0,55831.561440252415
917,29517.129378237576,auto,2024-12-12,38,22,1,18625.74013826504
918,94850.48536551945,auto,2024-11-02,71,4,1,104426.32431217346
919,76384.2188365601,home,2025-06-27,28,18,1,40811.92781706695
920,14097.30625906861,life,2025-04-24,56,6,1,14062.994591190443
921,86859.95079220149,auto,2025-08-02,45,24,0,56879.60310216622
922,48794.376705126415,home,2025-04-08,22,24,1,33322.79850996112
923,89465.76746671973,health,2025-08-04,34,23,1,77392.14444937202
924,80005.54006913678,auto,2024-12-26,73,22,1,74600.13910368955
925,42578.829096476424,home,2025-06-01,37,2,1,47823.36671003106
926,2344.683901179728,home,2025-06-26,58,23,1,1346.8530650929201
927,26940.868202556114,life,2024-12-13,63,11,1,27040.327455489412
928,54209.258044620605,health,2025-03-30,75,28,1,37004.60183363311
929,63384.47416063211,health,2025-02-25,29,14,1,68073.3517309598
930,25862.979774776908,health,2024-11-17,23,5,0,29416.672482648963
931,14021.67179987513,home,2024-10-24,34,6,0,14816.830383274164
932,83509.53065624998,home,2024-10-16,68,10,1,103409.47689378494
933,98441.77785228485,health,2024-09-30,36,8,1,82258.85959287845
934,52616.449212038315,home,2024-10-19,43,14,1,66565.41672647953
935,17250.76065624552,life,2025-08-11,65,24,1,16090.941674572656
936,27303.501919284958,home,2025-04-08,61,3,1,26871.683338881525
937,1937.2285870919266,home,2024-09-21,61,12,1,2224.1362618312005
938,91438.45077539385,auto,2025-02-02,69,16,1,47397.88757932575
939,11863.3331807251,life,2025-05-14,49,28,1,13690.21793733986
940,57693.99590387393,auto,2025-08-15,23,23,1,64535.64700870084
941,27478.11654665188,health,2025-05-11,72,17,0,22253.07345911662
942,55462.382451327765,health,2025-07-31,75,1,0,32489.546666897542
943,65176.89679635123,life,2025-02-03,53,23,1,38515.33883228766
944,82991.20619034945,home,2025-07-16,55,10,1,118115.05544105283
945,20721.48504888426,auto,2025-01-24,28,25,0,24643.633673728404
946,1198.4832829821996,life,2024-11-04,50,23,1,751.5719993186752
947,13774.874443873847,auto,2024-11-06,79,10,1,11801.254090387862
948,90011.8623206257,home,2025-08-16,41,21,1,98336.42883469547
949,87401.61874849527,auto,2025-04-08,40,24,1,116731.12897961064
950,59781.5689068138,life,2024-10-07,32,2,1,32500.903271799107
951,60091.63435732197,home,2024-10-12,44,9,1,44265.488791784854
952,66537.16378717092,home,2025-06-16,28,22,0,92469.95619033911
953,17619.590734482616,life,2025-07-14,74,13,0,8971.288610336516
954,91449.75339790348,home,2025-09-07,68,25,1,64142.774984011754
955,41935.175436718106,auto,2024-09-16,67,16,1,61184.434785839396
956,38375.5389721248,health,2025-07-05,34,18,0,42727.39595284729
957,51939.87875775547,life,2024-09-19,68,19,1,39561.118436405995
958,4791.900080827999,auto,2025-09-08,70,12,1,2716.964671064218
959,16711.70853873233,home,2025-06-22,31,8,1,8826.979734236318
960,73829.5582809944,health,2025-01-02,44,17,1,54984.20026153834
961,8371.586925720134,auto,2025-03-20,35,15,1,11565.228625338288
962,60354.89573569218,life,2024-12-20,45,10,1,55279.873108023
963,24610.376057163965,home,2024-12-23,68,15,0,30032.863130280988
964,38990.63184279346,life,2025-05-04,64,15,1,55299.82966264323
965,28940.504303392918,auto,2025-06-20,64,23,0,26279.148886671206
966,35631.70437484842,health,2025-03-07,21,7,0,24631.390925826938
967,71932.68592790613,auto,2025-07-11,24,13,1,73164.02467197253
968,29782.459390755186,auto,2025-04-29,62,17,1,41936.195228644945
969,56683.82356566003,home,2025-07-15,52,9,1,73936.9291545426
970,47657.43517969006,life,2025-08-29,65,8,0,26965.99908281368
971,66400.74941972856,auto,2025-03-26,26,20,1,79187.72766273555
972,93689.29095854332,auto,2025-02-06,25,26,0,100425.31885939864
973,73283.952511304,health,2025-04-27,69,27,1,103144.46457678052
974,21572.5438212166,health,2024-12-19,62,21,1,13428.507642896035
975,3215.1951926223387,life,2025-08-12,34,18,1,3324.6279401735005
976,26300.178025552526,life,2025-05-02,34,13,0,36280.11441897097
977,59548.28527695546,home,2024-09-14,66,16,0,54190.35606171259
978,5237.43876707661,life,2024-11-22,50,9,0,5143.138251206325
979,49686.98809540351,health,2024-10-27,49,12,1,28344.472900133977
980,59724.600606797234,life,2025-08-05,25,12,1,46474.31814053043
981,33490.96469261438,auto,2025-01-02,36,6,0,27613.52307614301
982,77114.1291542076,life,2025-01-23,55,19,1,111439.35915615798
983,10749.165488063803,life,2024-12-26,20,28,0,8413.020980563017
984,7606.2643954072955,home,2025-03-13,76,7,1,7308.621649741593
985,72846.05674473998,auto,2025-08-16,22,25,1,85324.90850432847
986,49599.58248899923,home,2025-01-01,30,3,0,32844.01880258821
987,68871.39940313082,health,2024-11-27,64,16,1,67937.66763302583
988,43539.251126514246,life,2025-06-20,63,18,1,53925.06226973329
989,24715.563120586772,life,2025-03-09,78,16,1,33782.59629427353
990,81928.32153565255,health,2025-06-25,48,23,1,92272.53198705411
991,79961.64630900102,home,2025-05-06,72,7,1,93479.4437080681
992,69500.17743835723,auto,2025-07-23,33,4,0,43526.81247133808
993,27287.299209273275,home,2024-11-24,67,27,0,39451.33587009613
994,59064.043620221804,home,2024-10-03,49,25,1,37362.382905565035
995,36161.29230430868,auto,2025-07-16,39,8,1,46093.820673822695
996,9249.049125330752,life,2025-05-20,46,13,1,7073.823731982443
997,91739.62618867806,home,2024-12-27,39,13,1,131517.29910980462
998,13768.181228804244,health,2025-09-12,60,17,1,16796.62402984754
999,95028.71164669817,auto,2025-08-22,20,17,1,119148.30178929739
1000,44655.976718499776,life,2025-09-07,71,5,0,32110.28969138585
1001,18594.7795909781,auto,2025-05-11,27,6,0,17535.620511011955
1002,54235.90464309798,health,2025-08-21,59,19,1,60625.60983054127
1003,87307.2890040532,auto,2025-01-15,79,13,1,110877.9537122868
1004,73249.26615231516,auto,2025-03-11,38,25,1,44239.581071392786
1005,80675.45867135882,home,2025-03-01,33,28,0,117976.99265005588
1006,65912.45833440067,health,2025-06-29,29,26,1,91632.86202354974
1007,69258.42879533346,health,2025-06-14,19,14,1,53353.13300242392
1008,84934.6455913754,health,2025-08-26,58,22,1,112348.17244431272
1009,25041.834085032675,auto,2024-12-04,41,4,1,25500.69872558284
1010,48993.55386794973,health,2024-10-13,52,28,0,47122.31766495196
1011,22198.823237778262,health,2025-02-11,73,7,0,18079.478753725387
1012,98768.03399886504,health,2025-05-22,47,8,1,106765.14211613422
1013,94411.52803469266,home,2025-04-02,74,25,1,116115.71091563664
1014,4038.7384557137393,health,2025-05-09,47,13,0,3679.0197538481207
1015,70586.95973431728,auto,2025-02-12,64,27,1,79708.14970809456
1016,92532.30690982501,home,2025-04-03,52,6,1,110975.19130126134
1017,18139.47697822062,health,2025-04-28,36,6,0,21969.116317569507
1018,56837.728532207686,health,2025-08-05,67,24,0,31372.499244561932
1019,91557.28092904537,home,2024-11-25,25,28,1,124494.81183776067
1020,3491.203260721304,health,2025-03-07,43,21,0,3345.4570971047337
1021,69772.2846979593,auto,2025-07-14,66,3,1,53195.511910410874
1022,29805.165836517823,auto,2024-12-30,57,28,0,22108.414157074876
1023,92447.17991811539,health,2024-10-04,24,3,1,90876.88255213127
1024,97108.71869202024,auto,2025-08-18,47,13,1,134673.43383951252
1025,94432.22226243204,home,2025-06-14,24,22,1,82944.3140571254
1026,47474.00024408063,health,2025-05-22,20,2,0,59329.48040783578
1027,86218.06083383241,home,2024-12-23,18,16,1,51456.55365502667
1028,84470.48491365353,auto,2025-08-21,53,22,1,82447.98293392168
1029,31978.13727700124,health,2025-02-20,42,29,0,47701.34417167905
1030,82908.65586765266,home,2025-08-09,54,6,1,105330.29059296663
1031,3797.062708077713,auto,2025-01-18,18,8,1,2697.921226484678
1032,59667.3608603571,health,2025-04-22,32,23,1,59753.36979166105
1033,23077.882845041535,life,2025-04-07,54,8,0,16930.506347702903
1034,12144.631889150152,auto,2025-03-30,30,25,0,11046.282642357251
1035,7787.624842757995,auto,2025-07-31,57,6,1,9968.814144056025
1036,69659.24871022617,life,2024-12-04,25,14,1,88552.56557492555
1037,34053.50888042981,life,2025-01-23,22,3,0,24794.37268474317
1038,72504.20047572326,home,2025-09-09,77,10,1,103117.16458074833
1039,6629.098445814343,auto,2025-03-09,26,3,0,7242.742042312514
1040,31597.504749277974,life,2025-06-03,18,27,1,27803.411962677306
1041,53995.18010829619,health,2025-04-17,53,12,1,54099.69214117292
1042,79093.24416741246,auto,2024-11-29,52,17,1,87403.67047054
1043,31943.375042913784,home,2025-04-11,19,27,1,33856.48076318328
1044,62626.54850605721,life,2024-10-30,57,29,1,61775.14280462555
1045,88609.1770487951,auto,2025-05-12,40,5,1,89046.26875969977
1046,61624.732499412225,auto,2025-01-19,26,20,1,41683.70303953487
1047,23372.651527888014,life,2025-03-09,51,25,1,30682.048721505635
1048,2537.638077498148,life,2024-11-15,63,9,1,2643.610655508974
1049,87022.87750270289,life,2025-01-04,31,21,1,54918.385499551056
1050,2224.8141439536753,auto,2025-06-05,21,26,0,2816.964228068755
1051,87482.69710115153,life,2024-12-08,47,20,0,125314.06267475423
1052,52940.81968931848,life,2025-05-11,48,7,0,76621.61358761063
1053,93912.86308143832,auto,2025-06-28,55,22,1,81611.94331927247
1054,79898.44525378918,auto,2025-09-10,28,4,1,50776.81013005316
1055,99793.61764228041,home,2025-02-16,52,13,1,101629.78294726122
1056,35136.11036362584,health,2025-09-01,25,13,1,21524.705492189994
1057,76742.11006421958,auto,2025-05-17,20,10,1,110047.22030220137
1058,40252.898269563295,health,2024-12-10,31,18,0,27516.06119907268
1059,48039.57446836049,home,2025-03-20,77,17,1,36162.55158636337
1060,62787.79577551517,home,2024-10-23,30,20,1,56925.7090926759
1061,87380.34370721524,life,2024-09-23,62,20,0,77171.2148126965
1062,98409.93857300958,home,2025-09-09,49,13,1,127407.69571363118
1063,76850.51404506537,life,2025-03-26,51,17,1,73493.439249284
1064,41834.90153851664,life,2025-09-13,62,22,1,28061.52411240173
1065,42193.56452747931,auto,2024-10-12,78,4,0,32371.32023131233
1066,73784.47192873026,auto,2025-03-05,36,1,1,74456.89824227468
1067,23953.836862253404,health,2025-04-09,76,1,0,15509.005513852522
1068,11136.363901826326,life,2025-07-22,55,15,1,12379.802137524626
1069,35526.75354831357,life,2025-05-31,33,13,0,37862.541904621554
1070,28795.175266242764,health,2024-12-16,19,17,1,34977.566096538176
1071,29701.18123355341,life,2025-05-15,57,24,1,42701.52534169879
1072,23437.414329886004,home,2025-02-11,34,26,1,33099.59528779909
1073,4305.109644672552,life,2025-01-05,72,8,1,6225.514090273948
1074,1885.6060798680396,life,2025-08-14,51,18,0,1404.2402575204474
1075,98773.46673462955,life,2025-07-03,59,27,0,62381.8948060884
1076,42834.536060212646,auto,2024-09-14,77,13,0,34365.15025768354
1077,38494.2320512522,home,2025-04-23,33,23,0,53702.732371727776
1078,67996.76354103768,life,2025-07-28,55,14,0,100094.87203373625
1079,21903.56339771991,home,2025-08-22,77,8,0,29774.06024387469
1080,95001.12227662752,home,2025-05-18,19,8,1,57952.368115747435
1081,78655.86694011364,home,2024-12-21,19,27,0,113848.70402078617
1082,9032.159130994725,health,2025-02-14,43,26,0,8339.916637913679
1083,41816.319500914346,life,2024-09-20,30,15,1,21297.481843622165
1084,87923.91892546025,auto,2025-03-07,73,27,0,82858.95085740538
1085,94478.72902691188,auto,2025-01-22,64,13,1,51591.92111171927
1086,46793.41097386199,auto,2025-08-01,48,7,0,48846.60857143288
1087,61379.7977821497,auto,2024-11-20,77,5,1,51470.27663349342
1088,16786.691214598315,life,2025-07-27,51,17,1,16340.751647746312
1089,99117.74575108396,auto,2024-12-29,56,28,1,110334.93679377867
1090,23244.002968205994,home,2025-07-07,20,25,0,31816.41673407303
1091,94278.90423609906,health,2024-10-22,25,29,1,109542.8074599695
1092,64999.70023433761,auto,2025-02-24,40,16,1,60712.89645530398
1093,60812.90580839803,home,2025-08-06,31,23,1,80238.2417862327
1094,51317.58225054921,auto,2024-11-14,73,2,1,72131.076954812
1095,23143.914190604093,life,2024-11-27,79,22,0,14343.671481878446
1096,17735.150397350277,home,2025-08-13,72,18,1,18301.486556884243
1097,22126.572286110517,life,2025-02-03,44,17,0,17358.560586559415
1098,18725.182388211026,auto,2024-10-09,71,7,1,10243.820707759043
1099,77980.48890931865,home,2025-07-09,46,13,1,91123.84259835709
1100,35077.513390756336,home,2025-05-15,56,18,1,47802.610194857414
1101,5878.483388683297,home,2025-04-17,70,29,1,3896.862242659424
1102,96913.35275106705,auto,2025-05-03,56,14,1,127190.40775662322
1103,88390.20990784622,health,2025-04-05,18,18,1,119626.93297571379
1104,92782.45309120178,health,2025-02-24,34,13,1,131225.9757766926
1105,99491.29148237889,life,2024-09-20,58,11,1,76139.20186537874
1106,17472.13539702678,health,2025-03-30,47,21,0,24530.058046068512
1107,39684.57768837561,auto,2025-04-04,70,21,1,32567.654846294285
1108,75848.02372283873,home,2025-01-25,30,16,1,79817.75860901795
1109,69632.45974357384,home,2025-04-27,38,23,0,38333.189301265535
1110,15474.20104335152,auto,2025-05-17,36,17,0,8416.125305094773
1111,81601.72918656272,home,2025-08-06,70,8,0,99584.56441190871
1112,22521.6131264824,health,2025-06-02,36,19,0,21271.212669724428
1113,22459.379720780045,life,2025-07-06,74,20,1,16985.857638347974
1114,53743.74484705202,auto,2024-11-18,42,15,0,37105.406769323934
1115,59334.699490686144,home,2025-07-20,39,9,1,69418.83879821093
1116,58050.612162997335,auto,2025-06-26,48,20,1,29048.61595798004
1117,9239.535056035711,health,2025-07-21,34,10,0,12065.827237161797
1118,87758.340176775,home,2025-06-21,72,12,1,50833.983982013226
1119,26633.444254611735,home,2025-01-26,40,21,0,18416.750111298334
1120,13038.540636152136,home,2025-01-18,49,23,1,11555.229253344169
1121,88885.93317891083,home,2025-04-06,79,20,1,87540.08812907191
1122,95569.58467315236,auto,2025-02-17,27,1,1,81711.52811591222
1123,86226.54896481852,health,2025-07-14,27,25,1,70767.17768004043
1124,80970.65586501532,health,2024-12-13,53,20,1,118534.23962886375
1125,65558.67386583827,life,2025-03-14,25,9,1,74840.4500145033
1126,55130.65132385302,auto,2025-05-30,71,22,1,28857.1997537734
1127,8789.977315149872,health,2025-01-25,69,15,1,8176.225134324437
1128,40904.4759857628,auto,2025-04-09,37,1,0,56244.010338892156
1129,37331.58284953017,auto,2025-01-19,49,12,1,29919.628023258345
1130,26049.402997656587,health,2025-05-01,67,3,1,15487.837829841692
1131,72369.66935748963,life,2025-07-14,31,11,1,91068.88984446246
1132,49637.9859343692,life,2025-07-29,67,2,1,54900.29903286098
1133,8196.516969174028,life,2025-06-25,45,16,1,8772.834632719148
1134,22096.301874786153,home,2024-09-27,63,9,1,12231.994771890837
1135,68357.55048959363,health,2025-04-11,69,15,1,43782.943400631804
1136,7705.472863080989,home,2024-09-18,70,12,1,8649.773909988096
1137,85135.570713472,home,2024-09-22,41,1,1,60260.98670720011
1138,49565.13804869603,home,2024-11-09,32,13,0,49766.87211329589
1139,48110.599074932135,auto,2025-08-24,39,14,1,50269.88387729927
1140,59281.537687485805,auto,2025-05-26,47,25,1,46447.5110284628
1141,82485.6284959224,health,2025-03-30,21,25,1,119474.2592841442
1142,34846.139869429084,health,2025-06-30,30,8,1,46779.69203648064
1143,67833.81364065045,auto,2025-07-29,76,8,1,82918.25671603146
1144,56616.62320317953,auto,2024-09-14,40,27,1,32724.0609482504
1145,26776.12418992519,home,2025-05-09,25,12,0,16229.81267226006
1146,87875.13563688028,life,2025-03-15,35,1,1,87240.79542564754
1147,79762.85955853212,life,2025-02-23,29,11,1,52700.38607996798
1148,65879.3382823767,life,2024-12-25,72,8,0,97387.15054301263
1149,85073.11473651476,life,2025-08-19,48,10,0,56022.36742573036
1150,86742.69067588425,life,2024-10-02,31,19,1,85655.61700403647
1151,70865.46137383197,home,2025-04-13,51,11,1,61236.33737591657
1152,83717.63150353084,health,2025-05-03,35,7,1,95386.73257142084
1153,69777.39902076144,auto,2025-06-16,73,11,1,43892.52450166425
1154,68046.063098854,home,2025-08-29,51,17,1,63304.370364473005
1155,61899.27668369691,life,2025-02-18,28,1,1,47953.68117398187
1156,75296.39229180836,auto,2025-01-25,58,26,1,104492.68320523459
1157,15944.650018778062,home,2024-12-03,29,29,1,8619.449985139618
1158,88098.98884397295,life,2024-12-06,66,21,0,124547.9627228929
1159,87197.16842174868,home,2025-05-09,32,21,1,116233.31440460977
1160,3021.8035751524585,auto,2025-07-27,74,8,0,2410.102042377764
1161,82599.09338141979,health,2025-01-20,48,23,1,106494.23918146604
1162,12974.099760597175,life,2025-07-23,66,24,1,6892.017726016918
1163,33578.373540488275,auto,2025-07-04,75,6,0,49254.95938142546
1164,74376.47480353162,auto,2025-07-13,46,22,0,76354.51288096246
1165,16159.913615225989,health,2025-09-07,43,18,1,12980.95198996769
1166,81814.90570949431,home,2025-08-13,35,6,1,70572.16420502619
1167,83230.20437797841,health,2025-05-23,49,5,1,47142.0333292983
1168,50796.026602707534,health,2025-07-09,39,13,1,75653.03753600897
1169,737.9485845116747,home,2025-06-04,55,19,1,397.9697275625012
1170,28775.109504173786,home,2025-02-20,34,22,1,33232.578935729965
1171,61730.99914573665,home,2025-03-07,40,8,1,58196.03074790262
1172,98120.4991849396,auto,2024-09-27,41,9,1,142168.3826058316
1173,63218.171348965174,auto,2024-10-26,67,17,1,47160.739408998495
1174,26054.377748309562,life,2024-10-18,25,3,0,26890.37997993401
1175,63437.16973965117,life,2025-08-01,58,19,1,62317.897548664274
1176,54044.539433613965,health,2024-11-19,23,11,1,65008.36296883671
1177,78006.55497559924,health,2024-11-17,22,24,0,44308.52138549936
1178,10787.365818813145,life,2025-05-04,61,17,1,7484.157146678047
1179,76126.68745995259,health,2025-08-06,74,21,0,54397.45272908563
1180,54172.531209743414,home,2025-09-02,46,19,1,67073.76040902881
1181,96302.90118551356,auto,2025-08-11,45,2,1,66366.05577546768
1182,34253.02938726474,life,2025-06-04,28,8,1,36770.344935544286
1183,63298.92712408142,auto,2024-10-18,74,19,0,45274.16646983944
1184,93209.60774045075,life,2025-01-29,18,7,0,126916.52748693847
1185,10340.721826268858,auto,2025-07-10,60,28,1,14913.23860676848
1186,93729.12587492146,life,2025-07-28,36,27,1,95462.45625108448
1187,68819.78365785125,auto,2025-03-28,26,17,1,58655.71302094024
1188,6876.922204606673,home,2025-07-13,44,6,1,5048.058212482009
1189,30166.260337986943,life,2025-08-23,51,19,0,16584.836820823333
1190,70846.39165566362,life,2025-01-20,61,24,1,54445.457385695096
1191,6828.325086730292,life,2025-08-19,21,6,0,7881.49713220232
1192,58258.8289716097,home,2025-06-19,53,28,1,60217.31202330337
1193,34653.71738960038,auto,2024-11-24,35,2,0,50041.39835646454
1194,62129.460224970964,life,2025-02-04,32,6,1,55685.22253052397
1195,4669.629177870033,auto,2025-02-23,68,23,0,5574.899097726111
1196,87166.5269346224,home,2025-01-02,30,5,1,86235.8279148248
1197,97351.54802082195,health,2025-08-29,36,19,0,98575.86210928806
1198,96890.89774304058,life,2025-03-02,66,20,1,74390.34260604062
1199,74990.21799111817,home,2024-09-29,23,4,0,71611.9669261692
1200,13095.615389050134,auto,2025-02-07,65,22,0,12713.026946338598
1201,75850.49327330936,life,2025-06-17,73,26,1,91524.43047920655
1202,2556.232954234271,auto,2025-03-16,29,17,1,3682.6114411075773
1203,2310.1427977468256,health,2025-05-27,68,11,1,1915.8505761944039
1204,32428.66089303917,life,2025-06-10,54,4,0,17582.835131669864
1205,48915.45472142611,life,2025-04-26,34,26,0,48734.22910060408
1206,77063.70103899854,auto,2025-04-23,75,13,1,80490.05584753769
1207,68361.20812298986,life,2025-01-28,40,20,1,45695.403633774906
1208,44645.68036703716,home,2025-06-29,43,26,1,56274.299925764615
1209,27435.303961538422,home,2025-08-27,46,17,0,40739.48145142857
1210,99712.73756575535,health,2024-11-03,50,9,1,144162.15493626887
1211,42675.5120933737,home,2024-10-31,77,4,1,29749.357190182604
1212,45193.56373053458,health,2024-11-02,44,23,0,62157.56623508955
1213,16446.01973704775,auto,2025-05-11,42,28,1,19809.126117574986
1214,79501.47392011795,auto,2024-10-17,73,14,0,75832.2077162893
1215,69398.85435557071,health,2025-04-15,72,19,1,72217.2108359475
1216,22154.884317597163,home,2025-01-01,27,26,1,29900.235751745247
1217,8329.866457022685,home,2025-02-15,64,28,0,8164.393157049639
1218,68081.88027726384,health,2024-12-06,40,3,1,59449.599560639785
1219,65485.67030668541,health,2025-01-11,38,14,1,65043.477861241525
1220,27398.62674712111,auto,2025-08-13,38,8,0,29566.67471245026
1221,95091.269868816,health,2025-07-31,60,24,1,65525.269136007526
1222,15190.683388911933,home,2025-04-23,30,27,1,21280.745787565094
1223,43290.24662415593,health,2025-03-01,54,28,0,50830.842597699135
1224,94367.23042474313,health,2025-07-05,50,1,1,106943.44905558598
1225,42030.75896091962,health,2025-02-11,41,10,1,25197.281380579352
1226,63888.742171642145,auto,2025-06-03,61,18,1,70544.28404855546
1227,39819.68035648315,health,2024-10-19,28,16,0,24726.455084286863
1228,27494.098714632135,life,2024-12-18,34,8,0,15910.771007750425
1229,98399.36703118683,life,2025-05-09,21,1,1,101086.74187545314
1230,40992.4672308728,life,2024-10-26,64,12,1,37007.40642090694
1231,89420.51044754553,home,2024-12-09,42,8,1,97361.97013789944
1232,23072.46512851951,home,2025-09-04,47,24,1,13594.8079254513
1233,21389.15993210582,health,2025-03-02,26,16,0,19912.945625321736
1234,3210.294880162685,life,2025-03-14,38,18,0,2166.264336511267
1235,65201.515855050915,auto,2025-01-11,37,4,1,96961.17983042887
1236,36915.78173800374,life,2024-12-09,36,6,1,39173.189633493195
1237,86449.38915897974,life,2025-01-08,36,12,1,102653.19129319437
1238,47373.66967848656,home,2025-03-21,29,27,1,39103.09297564217
1239,96822.5234486807,home,2024-11-28,54,9,1,57584.12252206596
1240,18633.999018741804,auto,2024-12-30,59,15,1,27501.37620889804
1241,86875.45447876552,home,2025-04-02,34,16,1,68306.61103694982
1242,77682.025593895,auto,2025-02-27,54,24,1,71763.29108450329
1243,77115.0922799408,home,2025-04-28,71,12,1,88671.86243146869
1244,84493.84448887708,life,2025-06-13,65,24,1,44333.69187442433
1245,76126.29669520559,life,2025-08-31,56,23,1,99745.17531736109
1246,62659.410130978395,auto,2025-04-03,45,14,1,64951.377941830586
1247,13211.36328047052,auto,2024-11-12,58,13,0,10281.309969472093
